bas_dd,isu_cd,open,high,low,close,acc_trdvol,acc_trdval,idx_ind_nm
20171222,069500,32065,32205,31985,32130,8482482,272466236460,코스피 200
20171226,069500,32200,32395,32000,32000,7603311,244606585305,코스피 200
20171227,069500,32110,32375,32045,32375,12654745,407751479910,코스피 200
20171228,069500,32390,32815,32385,32780,7560958,246934313430,코스피 200
20180102,069500,32910,33005,32805,32925,4611286,151869670235,코스피 200
20180103,069500,33070,33170,32990,33065,6665204,220553839895,코스피 200
20180104,069500,33260,33275,32800,32805,8194471,269834436580,코스피 200
20180105,069500,32895,33250,32895,33250,7465878,247900034165,코스피 200
20180108,069500,33390,33530,33205,33475,7375511,246712562770,코스피 200
20180109,069500,33380,33620,33200,33340,7326903,244941650405,코스피 200
20180110,069500,33435,33450,33085,33125,9690515,321746413615,코스피 200
20180111,069500,33110,33160,32885,32955,4424664,146033251565,코스피 200
20180112,069500,33030,33100,32790,33015,5001713,165035299850,코스피 200
20180115,069500,33185,33255,32995,33090,7824946,258900995300,코스피 200
20180116,069500,33095,33415,33025,33350,5715609,190428386280,코스피 200
20180117,069500,33280,33370,33175,33270,6316759,210320194655,코스피 200
20180118,069500,33460,33550,33235,33295,8881497,296296080705,코스피 200
20180119,069500,33330,33410,33255,33320,5383819,179527615335,코스피 200
20180122,069500,33290,33290,32830,32980,4725501,155813392595,코스피 200
20180123,069500,33125,33425,33085,33425,11030935,368435034045,코스피 200
20180124,069500,33415,33620,33395,33480,8326847,278859438055,코스피 200
20180125,069500,33415,33800,33415,33740,10081015,340278600195,코스피 200
20180126,069500,33735,33875,33660,33875,7105117,240740728535,코스피 200
20180129,069500,34050,34290,34040,34105,11628156,397521524685,코스피 200
20180130,069500,34080,34150,33680,33680,16677263,564140274495,코스피 200
20180131,069500,33565,34200,33565,33705,18955268,641739562550,코스피 200
20180201,069500,33845,33905,33650,33715,4575054,154502192870,코스피 200
20180202,069500,33630,33660,33005,33065,12480656,413657739485,코스피 200
20180205,069500,32650,32810,32460,32715,15796914,516310555685,코스피 200
20180206,069500,32045,32305,31660,32250,17558992,562197096905,코스피 200
20180207,069500,32545,32555,31430,31435,10291681,326977946475,코스피 200
20180208,069500,31445,31805,31360,31700,11833799,374275607805,코스피 200
20180209,069500,31340,31400,30705,30860,15916621,491474729925,코스피 200
20180212,069500,31005,31340,30885,31205,14938390,466131985530,코스피 200
20180213,069500,31420,31805,31295,31445,9652674,304364356230,코스피 200
20180214,069500,31645,31935,31640,31855,5565044,177106421955,코스피 200
20180219,069500,32285,32295,31830,32020,10503728,336718665190,코스피 200
20180220,069500,31920,31935,31585,31650,5247625,166492443890,코스피 200
20180221,069500,31675,31870,31450,31815,9991110,317641214670,코스피 200
20180222,069500,31615,31705,31480,31605,6162129,194952811810,코스피 200
20180223,069500,31730,32100,31730,32100,13644911,436579866360,코스피 200
20180226,069500,32245,32260,32020,32155,6516952,209557991970,코스피 200
20180227,069500,32325,32470,32055,32055,6083508,195848213340,코스피 200
20180228,069500,31945,32100,31650,31690,7129364,226713228245,코스피 200
20180302,069500,31395,31405,31060,31245,7347587,229484562385,코스피 200
20180305,069500,31200,31255,30825,30835,10184072,315167939220,코스피 200
20180306,069500,31110,31465,31085,31455,8910607,279803889655,코스피 200
20180307,069500,31580,31800,31295,31495,5924788,186923100665,코스피 200
20180308,069500,31725,31815,31520,31815,7260572,230490560680,코스피 200
20180309,069500,31970,32435,31855,32180,8183255,263502600825,코스피 200
20180312,069500,32480,32565,32325,32465,6148545,199756540640,코스피 200
20180313,069500,32460,32615,32395,32615,4941024,161009175980,코스피 200
20180314,069500,32385,32595,32385,32590,4615306,150272401350,코스피 200
20180315,069500,32620,32730,32360,32705,5412170,176786228205,코스피 200
20180316,069500,32675,32715,32410,32645,5595379,182723256825,코스피 200
20180319,069500,32590,32645,32350,32410,6942277,225397975015,코스피 200
20180320,069500,32230,32565,32170,32565,6386788,207312231015,코스피 200
20180321,069500,32565,32665,32520,32570,4722419,153964401245,코스피 200
20180322,069500,32600,32865,32565,32695,9104866,298144919400,코스피 200
20180323,069500,32025,32100,31535,31605,9895870,314978139250,코스피 200
20180326,069500,31525,31880,31365,31880,12178572,387571599815,코스피 200
20180327,069500,32110,32130,31945,32015,9218337,295511015160,코스피 200
20180328,069500,31675,31690,31435,31620,9416060,297365498465,코스피 200
20180329,069500,31655,31945,31550,31880,12777934,406156507640,코스피 200
20180330,069500,32115,32195,31960,31960,8620284,276361575780,코스피 200
20180402,069500,32025,32205,31865,31885,5388437,172138277935,코스피 200
20180403,069500,31585,31820,31505,31820,11930407,379621809853,코스피 200
20180404,069500,31860,31875,31305,31330,5962195,187639002065,코스피 200
20180405,069500,31550,31920,31520,31765,7580651,240717811435,코스피 200
20180406,069500,31535,31700,31445,31610,6384268,201971639870,코스피 200
20180409,069500,31580,31875,31560,31830,4307162,137064705905,코스피 200
20180410,069500,31710,31955,31450,31860,5828252,185267938245,코스피 200
20180411,069500,31885,31995,31740,31760,12790283,407566683385,코스피 200
20180412,069500,31870,31945,31755,31755,10373335,330329278895,코스피 200
20180413,069500,31870,32020,31815,31965,6843943,218837095375,코스피 200
20180416,069500,32130,32155,31905,31990,6373974,204030147930,코스피 200
20180417,069500,32025,32115,31890,31945,6695086,214069886450,코스피 200
20180418,069500,32155,32410,32135,32300,5895050,190646502100,코스피 200
20180419,069500,32395,32545,32350,32480,5642168,183318796570,코스피 200
20180420,069500,32325,32405,32230,32265,4767086,153980653750,코스피 200
20180423,069500,32190,32305,32145,32245,6805718,219692433495,코스피 200
20180424,069500,32300,32310,31930,32065,5352459,171772444960,코스피 200
20180425,069500,31840,31905,31705,31860,3176871,100961340800,코스피 200
20180426,069500,31970,32385,31950,32260,2562103,82574557445,코스피 200
20180427,069500,32120,32315,31985,32090,7854372,252349353640,코스피 200
20180430,069500,32185,32305,32140,32300,4494562,144950541240,코스피 200
20180502,069500,32185,32250,32025,32070,8195109,263021519930,코스피 200
20180503,069500,31965,32065,31855,31960,2749322,87846400615,코스피 200
20180504,069500,31935,32015,31705,31705,7777604,247055906225,코스피 200
20180508,069500,31855,31925,31515,31560,8028426,254233466015,코스피 200
20180509,069500,31565,31620,31280,31455,5881541,185269060155,코스피 200
20180510,069500,31625,31730,31550,31670,4840517,153456317940,코스피 200
20180511,069500,31810,31985,31805,31865,7231864,230789774010,코스피 200
20180514,069500,31945,31975,31755,31800,5904625,187884321225,코스피 200
20180515,069500,31780,31845,31470,31510,5743855,181278823150,코스피 200
20180516,069500,31405,31695,31375,31610,6580601,208083174250,코스피 200
20180517,069500,31705,31815,31485,31495,4361954,137661940315,코스피 200
20180518,069500,31555,31610,31495,31595,3787017,119544426595,코스피 200
20180521,069500,31665,31745,31380,31645,4952000,156747851860,코스피 200
20180523,069500,31630,31885,31605,31860,7286578,231904337235,코스피 200
20180524,069500,31925,31940,31675,31760,7344805,233462548335,코스피 200
20180525,069500,31615,31890,31605,31810,6965125,221585181200,코스피 200
20180528,069500,31945,31990,31875,31945,5619842,179535428950,코스피 200
20180529,069500,31900,31945,31645,31650,4686386,148671447185,코스피 200
20180530,069500,31515,31525,30795,30975,13822182,428604656810,코스피 200
20180531,069500,31120,31170,30975,31100,18580502,577917986199,코스피 200
20180601,069500,31120,31405,30995,31290,10163157,318002385135,코스피 200
20180604,069500,31340,31535,31300,31455,9397598,295877457485,코스피 200
20180605,069500,31470,31545,31275,31525,9819828,309493194310,코스피 200
20180607,069500,31675,31910,31675,31800,8009056,254870409285,코스피 200
20180608,069500,31750,31755,31465,31490,5742889,181302859415,코스피 200
20180611,069500,31545,31780,31470,31765,3120212,98870932235,코스피 200
20180612,069500,31830,31900,31680,31725,2447197,77774423220,코스피 200
20180614,069500,31515,31525,31110,31145,5430084,169733958980,코스피 200
20180615,069500,31215,31250,30990,30990,8660442,268564802345,코스피 200
20180618,069500,30980,30985,30475,30620,10119585,310114614350,코스피 200
20180619,069500,30555,30635,30140,30225,8103746,245757358270,코스피 200
20180620,069500,30320,30625,30245,30440,7724884,235270662265,코스피 200
20180621,069500,30415,30535,30160,30180,8541116,258512193905,코스피 200
20180622,069500,29900,30410,29895,30410,9259474,280329488585,코스피 200
20180625,069500,30330,30465,30100,30395,13951664,423557985150,코스피 200
20180626,069500,30120,30425,30000,30360,7913016,239677567755,코스피 200
20180627,069500,30275,30440,30230,30250,11098701,336194254950,코스피 200
20180628,069500,30155,30220,29900,29980,8343376,250403828125,코스피 200
20180629,069500,30015,30120,29695,30045,14304926,429836040925,코스피 200
20180702,069500,29995,30080,29375,29375,9553811,282859455755,코스피 200
20180703,069500,29540,29595,29200,29415,9888905,291233421375,코스피 200
