ticker,name,feature_complete,exclusion_reason,price_momentum_3m,price_momentum_6m,volatility_20d,liquidity_20d,turnover_rate,drawdown_from_high,price_momentum_3m_norm,price_momentum_6m_norm,volatility_20d_norm,liquidity_20d_norm,turnover_rate_norm,drawdown_from_high_norm,scoring_eligible,composite_score,rank,selected,selection_reason,fallback_stage
446720,SOL 미국배당다우존스,True,,9.93492050416014,22.31897341888176,12.139712287924217,5869771557.0,0.9853359203417172,-2.448830409356728,0.4939759036144578,0.4906832298136646,0.6986984817374975,0.21893491124260356,0.47368421052631576,0.0632964355332778,True,0.43767249060004476,93,N,excluded_low_score,
497570,TIGER 미국필라델피아AI반도체나스닥,True,,9.2128801431127,20.636279805032267,33.00813249861934,20380909797.0,1.3632874501416712,0.0,0.4759036144578313,0.4782608695652174,0.5563809207656676,0.5976331360946746,0.695906432748538,0.0,True,0.481116010054298,79,N,excluded_low_score,
0091P0,TIGER 코리아원자력,True,,94.5059450594506,121.6822429906542,93.43975466326974,131690519046.5,1.5552170394464166,-2.6472398932895547,1.0,1.0,0.14425192464566206,0.9467455621301775,0.7894736842105263,0.06842484828940798,True,0.7494394762663693,4,Y,selected_top_n,
390390,KODEX 미국반도체,True,,10.915941143526297,30.59768599004855,32.02572610329935,44346507088.0,2.2062915684894873,0.0,0.5060240963855421,0.5652173913043478,0.5630806939470325,0.7869822485207101,0.9707602339181286,0.0,True,0.5644361719385065,55,N,excluded_low_score,
371160,TIGER 차이나항셍테크,True,,-16.614057239057235,-15.68251941695925,24.253558424698653,7079955071.25,0.4464639559080357,-17.482299042065808,0.018072289156626505,0.012422360248447204,0.6160849911729267,0.2781065088757396,0.04678362573099415,0.4518758057158724,True,0.191900826948664,157,N,excluded_low_score,
0162Z0,RISE 삼성전자SK하이닉스채권혼합50,False,price_momentum_3m: missing_excluded; price_momentum_6m: missing_excluded; drawdown_from_high: missing_excluded,,,44.146509241236764,60230928451.75,0.9271532670111033,,,,0.48041989471817337,0.8284023668639053,0.40350877192982454,,False,,,N,excluded_missing_feature,
462010,TIGER 2차전지소재Fn,True,,22.045855379188705,48.02139037433155,51.20749188922547,31009607046.5,0.867330292516495,-11.847133757961782,0.6566265060240963,0.6645962732919255,0.4322657067930544,0.7100591715976331,0.34502923976608185,0.3062202001819836,True,0.5663808822190236,53,N,excluded_low_score,
475720,RISE 200위클리커버드콜,True,,14.324324324324333,34.39949163312856,43.49531173007426,18543985494.0,0.9613256841166264,-5.4959785522788245,0.572289156626506,0.6086956521739131,0.48486090369556,0.5562130177514792,0.43859649122807015,0.14205795991318781,True,0.5076524107539161,67,N,excluded_low_score,
402970,ACE 미국배당다우존스,True,,10.149342447432952,22.459937221212623,12.176621290588423,5631500572.5,0.9370389731410236,-2.531229454306383,0.5,0.5093167701863354,0.6984467712973186,0.21301775147928995,0.4152046783625731,0.06542625465702412,True,0.43664612575571804,94,N,excluded_low_score,
444200,SOL 코리아메가테크액티브,True,,21.152017388941722,62.79664110989411,57.383605563486796,16594031160.75,0.839972199000588,-5.809040980143642,0.6385542168674698,0.7515527950310559,0.3901461105068361,0.514792899408284,0.2982456140350877,0.1501498782867604,True,0.522457224785905,59,N,excluded_low_score,
